sample_name,cluster_id,cluster_color,cluster_label,class_id,class_color,class_label,Gad2_log10_cpm,Slc17a7_log10_cpm,Lamp5_log10_cpm,Sncg_log10_cpm,Vip_log10_cpm,Sst_log10_cpm,Pvalb_log10_cpm
F1S4_161216_001_A01,94,#53D385,L5 PT ALM Slco2a1,2,#27AAE1,Glutamatergic,0,2.70300416333643,2.64423102937878,0,0.194592551696078,0,0
F1S4_180124_314_A01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.65533280851087,3.25429352260062,0,0,0,0
F1S4_180124_315_A01,2,#FF88AD,Lamp5 Fam19a1 Pax6,1,#EF4136,GABAergic,2.98171374532491,0,0,0.968798128581093,0,0,0
F1S4_180124_315_B01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.47956012588913,0,0,2.38821040005918,0,0,1.68599537046253
F1S4_180124_315_C01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.8817149832941,0,0,3.0050494830176,0,0,0.95222202122168
F1S4_180124_315_D01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.55460725785768,0,0,1.63003963036942,0,0,0.650484351967979
F1S4_180124_315_E01,1,#DDACC9,Lamp5 Krt73,1,#EF4136,GABAergic,3.02679543176833,0,2.72540017584065,0,0,0,0
F1S4_180124_315_F01,11,#6C00BF,Sncg Vip Itih5,1,#EF4136,GABAergic,2.84435713373229,0,0,2.86835192025379,2.95695644643736,0,0.616356075009119
F1S4_180124_315_G01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.58585505909877,3.42877122799565,0,0,0,0
F1S4_180124_315_H01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.39695817271539,3.22051033931375,0,0,0,0
F1S4_180124_316_A01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.58396484879383,0,0,2.75655483722906,0,0,1.74165101980689
F1S4_180124_316_B01,6,#FFA388,Lamp5 Lsp1,1,#EF4136,GABAergic,3.12327222539335,0,3.42294930375665,0,0,0,0
F1S4_180124_316_C01,64,#82AD7D,L2/3 IT ALM Sla,2,#27AAE1,Glutamatergic,0,2.51833569498771,3.21775820627429,0,0,0.827329469737952,0
F1S4_180124_316_D01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.85701091055278,0,0,2.46970178027518,0,0,0
F1S4_180124_316_E01,11,#6C00BF,Sncg Vip Itih5,1,#EF4136,GABAergic,2.79923931175824,0,0,1.95462925006179,3.785134680058,0,0.561810228444345
F1S4_180124_316_F01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.55282158315755,0,0,2.28213714056274,0,0,0.487209178592249
F1S4_180124_316_G01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,2.84673775141892,0,0,0,0,4.17237046877043,0
F1S4_180124_316_H01,17,#9189FF,Vip Arhgap36 Hmcn1,1,#EF4136,GABAergic,3.0177742391409,0,0,0,4.590642123812,0,0
F1S4_180124_317_A01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,2.74660452588736,0,0,0,0,1.13892917817037,3.01467821440098
F1S4_180124_317_B01,6,#FFA388,Lamp5 Lsp1,1,#EF4136,GABAergic,3.25471606482397,0,3.29393038968149,0,0,0,1.40257005814186
F1S4_180124_317_C01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.88737589672532,0,0,2.45220414658126,0,0,0.959579092774342
F1S4_180124_317_D01,6,#FFA388,Lamp5 Lsp1,1,#EF4136,GABAergic,3.4369991817267,0,3.39075055599946,0,0,0,0
F1S4_180124_317_E01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.60482432821765,0,0,2.231205356997,0,0,1.50216968702492
F1S4_180124_317_F01,42,#BF9F00,Sst Hpse Sema3c,1,#EF4136,GABAergic,2.46396424548845,0,0,0,0,4.12249623410799,1.56968920165376
F1S4_180124_317_G01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,3.0165450083459,0,0,2.77310197794461,0,0,1.63568670224403
F1S4_180124_317_H01,8,#9440F3,Sncg Slc17a8,1,#EF4136,GABAergic,2.30789449928522,0,0,1.94938121395735,0,0,1.32023675829345
F2S4_160201_001_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.18435092182581,0,0,0,0.422645173058914,4.35431921692998,0
F2S4_160201_001_B01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.87283384196202,0,0,0,0,0,3.34819780544024
F2S4_160201_001_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.91021472650834,0,0,0,0,3.83665478894582,1.36416516461866
F2S4_160201_001_D01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,3.02510443047086,0,0,0,0.394165052866705,4.10342935210225,1.27277805262703
F2S4_160201_001_E01,41,#D9C566,Sst Tac2 Myh4,1,#EF4136,GABAergic,3.06960845973927,0,0,0,0.403141526708579,3.85284672140633,0
F2S4_160201_001_F01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.80943849091025,0,0,0,0.261108964972784,3.89889162677365,0
F2S4_160201_001_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.06048562567539,0,0,0,0.456796421714012,3.90086036201676,0
F2S4_160201_001_H01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,3.02633190120084,0,0,0.855613258709761,0.248327481810344,4.25037652608746,0
F2S4_160201_002_A01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.81312490719265,0,0,0,0,3.94056374338582,0
F2S4_160201_002_B01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.81633789016597,0,0,0,0.202378948361473,3.48103621219823,1.6166299524188
F2S4_160201_002_C01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,3.02415624668913,0,0,0,0,4.10621889627734,0
F2S4_160201_002_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.87573047211276,0,0,0,0.199073788668128,3.99645771997741,0
F2S4_160201_002_E01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.05901600661647,0,0,0,0.530771573800421,4.25677698417694,0
F2S4_160201_002_F01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.18502735121779,0,0,0,0.196107392245624,4.18045820536165,0
F2S4_160201_002_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.18868237350462,0,0,0,0.379690705825782,3.99451438112407,0
F2S4_160201_002_H01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.02888078119879,0,0,0,0.208956374343703,4.23399966788258,0
F2S4_160201_003_A01,44,#B95541,Sst Crhr2 Efemp1,1,#EF4136,GABAergic,3.19419099869257,0,0,0,0.488042462267624,3.93787838743241,1.1060634470449
F2S4_160201_003_B01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.08407180617302,0,0,0,0.454610062088933,3.9368275618854,0
F2S4_160201_003_C01,41,#D9C566,Sst Tac2 Myh4,1,#EF4136,GABAergic,2.9664711665396,0,0,0,0,3.86435694105634,0
F2S4_160201_003_D01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.08182272825347,0,0,0,0.295957916192278,3.86236143177067,0
F2S4_160201_003_E01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.92605683416627,0,0,0,0.296574671801753,4.00619414919136,0
F2S4_160201_003_F01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.76361274283313,0,0,0,0.317785935356539,3.93161052853685,0
F2S4_160201_003_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.19537196378554,0,0,0,0,4.05229766686431,0
F2S4_160201_003_H01,44,#B95541,Sst Crhr2 Efemp1,1,#EF4136,GABAergic,2.8969237225311,0,0,0,0,4.0072164882902,0
F2S4_160201_004_A01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.07979219020803,0,0,0,0,3.52688785019297,0
F2S4_160201_004_B01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,3.01817730487933,0,0,0,0.244520033997001,3.8481752683782,0
F2S4_160201_004_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.62097850766617,0,0,0,0,4.06627876223041,0.949833944320607
F2S4_160201_004_D01,31,#FFBB33,Sst Mme Fam114a1,1,#EF4136,GABAergic,3.05524028330184,0,0,0,0,3.85992816470765,2.67599255517506
F2S4_160201_004_E01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.80478198799633,0,0,0,0,3.9502774168031,0
F2S4_160201_004_F01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.97380529257462,0,0,0,0.324354722770031,3.87107471793462,0
F2S4_160201_004_G01,36,#FFDF11,Sst Nr2f2 Necab1,1,#EF4136,GABAergic,2.95795807225268,0,0,0,0.516398115561918,3.66926277281734,2.21865432890134
F2S4_160201_004_H01,44,#B95541,Sst Crhr2 Efemp1,1,#EF4136,GABAergic,3.15955907660772,0,0,0,0.252386750949371,4.00800945182311,0
F2S4_160201_005_A01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.89681805581026,0,0,0,0.252828622073709,3.7814185902652,0
F2S4_160201_005_B01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.98228897805309,0,0,0,0,3.74820468316706,0
F2S4_160201_005_C01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,2.98937488650216,0,0,0,0.24017689409634,3.96262949626609,0
F2S4_160201_005_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.93225313446792,0,0,0,0,3.9480262175345,0
F2S4_160201_005_E01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.87286209105316,0,0,0,0,3.73937091406099,0
F2S4_160201_005_F01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.8874881731072,0,0,0,0.506303594268524,3.9598519128583,0
F2S4_160201_005_G01,41,#D9C566,Sst Tac2 Myh4,1,#EF4136,GABAergic,3.02459277495049,0,0,0,0.420215843601263,3.822746835751,0
F2S4_160201_005_H01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.86690632650649,0,0,0,0,3.81883797833033,0
F2S4_160202_001_A01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,3.09903268892655,0,0,0,0.25019951225387,4.20233307411429,0
F2S4_160202_001_B01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.87043994127081,0,0,0,0.544512830307419,3.55462672015163,0.263524533084816
F2S4_160202_001_C01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.78747713366981,0,0,0,0.289456240888589,3.79311196461938,0
F2S4_160202_001_D01,49,#802600,Sst Rxfp1 Prdm8,1,#EF4136,GABAergic,2.97944606530008,0,0,0,0,3.14412620773724,0.699252855741455
F2S4_160202_001_E01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.68997409566819,0,0,0,0.451866668323148,3.47544066417435,0
F2S4_160202_001_F01,51,#ED4C50,Pvalb Gabrg1,1,#EF4136,GABAergic,3.1925588201805,0,0,0,0,1.25509973502938,2.91485417938529
F2S4_160202_001_G01,31,#FFBB33,Sst Mme Fam114a1,1,#EF4136,GABAergic,3.02466234656831,0,0,0,0.291004489343227,3.43684394845145,2.50869021636201
F2S4_160202_001_H01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.7685577543683,0,0,0,0.278120061079726,3.61943265196548,0
F2S4_160202_002_A01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.88368430070132,0,0,0,0.488014060734639,3.90581818659006,0
F2S4_160202_002_B01,38,#FF8011,Sst Myh8 Fibin,1,#EF4136,GABAergic,3.28936312434076,0,0,0,0.557474501886168,3.19862562944502,0
F2S4_160202_002_C01,47,#BF8219,Sst Tac2 Tacstd2,1,#EF4136,GABAergic,2.96741188236371,0,0,0,0,3.78863110004571,1.58930190672627
F2S4_160202_002_D01,48,#994C00,Sst Rxfp1 Eya1,1,#EF4136,GABAergic,3.03661356839778,0,0,0,0,3.44104588427572,1.59306457917762
F2S4_160202_002_E01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,3.21408381455554,0,0,0,0,4.2588581263284,0
F2S4_160202_002_F01,45,#C77767,Sst Crh 4930553C11Rik ,1,#EF4136,GABAergic,3.13773770400546,0,0,0,0.294111730922151,4.10392018397978,0
F2S4_160202_002_G01,45,#C77767,Sst Crh 4930553C11Rik ,1,#EF4136,GABAergic,2.95019181704805,0,0,0,0.298766904515744,3.61288281058829,0
F2S4_160202_002_H01,52,#FF2F7E,Pvalb Th Sst,1,#EF4136,GABAergic,3.13077580074434,0,0,0,0,3.53917063474102,2.48240217991402
F2S4_160202_003_A01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,3.02413992682947,0,0,0,0,4.05818513451629,0
F2S4_160202_003_B01,46,#C11331,Sst Esm1,1,#EF4136,GABAergic,3.24462430651013,0,0,0,0,4.5783385115152,0
F2S4_160202_003_C01,45,#C77767,Sst Crh 4930553C11Rik ,1,#EF4136,GABAergic,3.07524589053248,0,0,0,0.40673475643341,4.16748963129065,0
F2S4_160202_003_D01,48,#994C00,Sst Rxfp1 Eya1,1,#EF4136,GABAergic,2.83620579393771,0,0,0,0,3.52695110607294,0
F2S4_160202_003_E01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.80348025846064,0,0,0,0,3.76861679988931,2.36045479721404
F2S4_160202_003_F01,45,#C77767,Sst Crh 4930553C11Rik ,1,#EF4136,GABAergic,2.99184858573827,0,0,0,0.473724043180851,3.90960807711668,0
F2S4_160202_003_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.87396004642059,0,0,0,0.747997408499532,3.69037157274357,0
F2S4_160202_003_H01,50,#A81111,Sst Nts,1,#EF4136,GABAergic,3.14373502642161,0,0,0,0,4.18648037367933,1.01573985386696
F2S4_160202_004_A01,46,#C11331,Sst Esm1,1,#EF4136,GABAergic,3.20845018599202,0,0,0,0,4.1028761512187,0
F2S4_160202_004_B01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,3.11209214203457,0,0,0,0.383227338714517,4.57767833578719,0
F2S4_160202_004_C01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.84404002185443,0,0,0,0,4.09798341824899,0
F2S4_160202_004_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.06596932054939,0,0,0,0,3.72584337658975,0
F2S4_160202_004_F01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.83398968710488,0,0,0,0,3.69084510758244,0
F2S4_160202_004_G01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,3.21654311833002,0,0,0,0,4.25015960482271,0
F2S4_160202_004_H01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.96525188386971,0,1.17254045069,0,0.405172877519443,3.72282277492892,0
F2S4_160202_005_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.85164645508588,0,0,0,0,4.14548969477139,1.72152257064489
F2S4_160202_005_B01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,3.08896335801423,0,0,0,0,4.38024998386132,0
F2S4_160202_005_C01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,2.98661576929268,0,0,0,0,3.78127130697232,1.33590791162867
F2S4_160202_005_D01,42,#BF9F00,Sst Hpse Sema3c,1,#EF4136,GABAergic,2.87347544289138,0,0,0,0,3.81983767483058,0
F2S4_160202_005_E01,44,#B95541,Sst Crhr2 Efemp1,1,#EF4136,GABAergic,2.76990999013294,0,0,0,0,4.00921000942716,1.73583226083032
F2S4_160202_005_F01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.49179404466566,0,0,0,0,3.72033390698653,0
F2S4_160202_005_G01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,3.0216429312789,0,0,0,0,3.63488846375381,0
F2S4_160202_005_H01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.89693196644712,0,0,0,0.705092747461837,3.86899415400937,0
F2S4_160202_006_A01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,3.14669708600465,0.235584992620539,0,0,0,4.34861049448729,0
F2S4_160202_006_B01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.2168377930423,0,0,0,0,4.04150188588612,0
F2S4_160202_006_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.13875466950354,0,0,0,0.387164806914596,4.20366373270849,1.16637069230016
F2S4_160202_006_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.14843806235128,0,0,0,0.613290153224451,3.93768552225601,0
F2S4_160202_006_E01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.90973768679895,0,0,0,0,3.5927205080264,0.87028569404635
F2S4_160202_006_F01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.8382707713502,0,0,0,0.254178219312463,3.25130936648353,0
F2S4_160202_007_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.2332636551746,0,0,0,0.245852432892287,4.11243996495617,0
F2S4_160202_007_B01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.90957486749281,0,0,0,0.282961732424829,3.62913706460641,0
F2S4_160202_007_C01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,3.2087080520768,0,0,0,0.229951239008925,3.43041184802672,0
F2S4_160202_007_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.05380912504971,0,0,0,0.458082027170987,3.78494883979686,0
F2S4_160202_007_E01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.97114729500001,0,0,0,0,3.7062211703982,1.27749443229826
F2S4_160202_007_F01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.76103100452199,0,0,0,0.261812190121144,3.71564226247353,1.95193051176513
F2S4_160202_007_G01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,3.14987945090844,0,0,0,0.765560979481236,3.46697527675526,0
F2S4_160202_007_H01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.68491364892859,0,1.2035524274346,0,0.35184627863235,3.16031349917262,0
F2S4_160202_008_A01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,2.88272650584132,0,0,0,0,3.21190652492883,2.62191018366272
F2S4_160202_008_B01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.02543273552494,0,0,0,0,3.83489451621563,0
F2S4_160202_008_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.08124434948938,0,0,0,0,4.03060182183378,1.97305405778523
F2S4_160202_008_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.05124619999215,0,0,0,0,3.35510020207994,0
F2S4_160202_008_E01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,3.27924843388676,0,0,0,0.222199530444923,3.19686771337471,0
F2S4_160202_008_F01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,3.04696651364039,0,0,0,0.729958767419353,3.42613298497608,0
F2S4_160202_008_G01,65,#B8FFCA,L2/3 IT ALM Ptrf,2,#27AAE1,Glutamatergic,0,2.64600766857279,2.67324731242529,0,0.598104370672965,0,0
F2S4_160202_008_H01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.96951938928232,0,0,0,0.276328365224841,4.08747637739181,1.09907441245547
F2S4_160202_009_A01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,3.11055895577904,0,1.28829519411153,0,0.35611894242228,3.53786580869115,1.57064645770289
F2S4_160202_009_B01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.14433206158482,0,0,0,0.189250938583995,3.74492255820362,0.571794725746609
F2S4_160202_009_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.09621099046025,0,0,0,0,3.80275222715134,1.43733624363752
F2S4_160202_009_D01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,3.03051875968842,0,0,0,0.201273905935368,2.70688088353431,0
F2S4_160202_009_E01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.21687698453302,0,0,0,0.21275443702504,4.01598250773959,0
F2S4_160202_009_F01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.81538741047379,0,1.4517833886384,0,0,3.68851292964732,1.48829121273029
F2S4_160202_009_G01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.95414113229085,0,0,0,0,3.64311228841781,1.85870338850495
F2S4_160202_009_H01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.26075688293029,0,0,0,0.234768102762926,4.10420781451807,0.948750520785074
F2S4_160202_010_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.09698081819847,0,0,0,0,3.79232981134172,0
F2S4_160202_010_B01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.90404975952393,0,0,0,0,3.23267979824311,0
F2S4_160202_010_C01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.20092907971958,0,0,0,0.705362976408025,3.56478330774069,0
F2S4_160202_010_D01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,3.20447027665897,0,0,0,0.421406955985744,3.41307665895877,0
F2S4_160202_010_E01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.71034582357447,0,0,0,0.496162461895749,3.58091818090748,1.7178950235439
F2S4_160202_010_F01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,2.95582689545803,0,0,0,0.243666678704055,3.23642449599668,2.41475950613513
F2S4_160202_010_G01,34,#BF480D,Sst Calb2 Necab1,1,#EF4136,GABAergic,2.44577499573433,0,0,0,0.276123779617448,3.28735251132396,0
F2S4_160202_010_H01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.1768478418997,0,0,0,0,3.96748303014098,0
F2S4_160202_011_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.16305179311437,0,0,0,0.241750529525467,3.66837161618862,0
F2S4_160202_011_B01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,2.82602287704481,0,0,0,0.247047569040883,3.79028009203852,0
F2S4_160202_011_C01,36,#FFDF11,Sst Nr2f2 Necab1,1,#EF4136,GABAergic,2.98386656594737,0,0,0,0,3.381406639138,2.47931983960633
F2S4_160202_011_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,2.85339170410365,0,0,0,0.481152713184582,3.81114785579309,1.37991709740578
F2S4_160202_011_E01,30,#FFFF00,Sst Chodl,1,#EF4136,GABAergic,2.91873428451704,0,0,0,0.513100058139751,4.29768604736197,0
F2S4_160202_011_F01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.73089410863354,0,0,0,0.529851414400739,3.9391346922655,1.5659568156532
F2S4_160202_011_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.75198129167917,0,0,0,0.54902129882238,3.77420962111217,0
F2S4_160202_011_H01,32,#804811,Sst Tac1 Htr1d,1,#EF4136,GABAergic,2.77946275849385,0,0,0,0.469459021635033,3.24996253295687,1.03091032475845
F2S4_160202_012_A01,44,#B95541,Sst Crhr2 Efemp1,1,#EF4136,GABAergic,3.02536447947478,0,0,0,0,3.6268862033783,0
F2S4_160202_012_B01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.90456680976076,0,0,0,0,3.78603259675632,0
F2S4_160202_012_C01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,3.09878969516131,0,0,0,0.357070559082384,3.80218151266378,0.683623427124737
F2S4_160202_012_D01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.21548709020054,0,0,0,0.477609370700879,3.71898432857767,0
F2S4_160202_012_E01,40,#FFB307,Sst Chrna2 Ptgdr,1,#EF4136,GABAergic,3.10125928776494,0.419600008949846,0,0,0,3.81352299115746,0
F2S4_160202_012_F01,43,#806B19,Sst Hpse Cbln4,1,#EF4136,GABAergic,2.90531355263044,0,0,0,1.51661465651408,3.93915256416104,0
F2S4_160202_012_G01,41,#D9C566,Sst Tac2 Myh4,1,#EF4136,GABAergic,2.97703639479412,0,0,0,0.394735815874644,3.53840573265447,1.48618189175206
F2S4_160202_012_H01,42,#BF9F00,Sst Hpse Sema3c,1,#EF4136,GABAergic,2.95010875385058,0,0,0,0,3.50076623411697,0
F2S4_160202_013_A01,35,#CC6D3D,Sst Calb2 Pdlim5,1,#EF4136,GABAergic,3.20305921721797,0,0,0,0.17289279899437,4.31965003609976,0
F2S4_160202_013_B01,46,#C11331,Sst Esm1,1,#EF4136,GABAergic,3.17087921252212,0,0,0,0.572166009218444,4.32002919469375,0
F2S4_160202_013_C01,47,#BF8219,Sst Tac2 Tacstd2,1,#EF4136,GABAergic,3.10290785915923,0,0,0,0.251546700626614,3.5640969115126,0
F2S4_160202_013_D01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.81793258724439,0,0,0,0.414873953539185,3.79196392597319,0
F2S4_160202_013_E01,37,#D6C300,Sst Myh8 Etv1 ,1,#EF4136,GABAergic,2.87595334629347,0,0,0,0.231320073213142,3.72713313961858,0
F2S4_160202_013_F01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.9848774483152,0,0,0,0.247065760178711,3.90290694730785,0
F2S4_160202_013_G01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.81218019647403,0,0,0,0.60402988074753,3.82321963968437,0
F2S4_160202_013_H01,42,#BF9F00,Sst Hpse Sema3c,1,#EF4136,GABAergic,2.90200045543842,0,0,0,0.238176209789558,3.97554422626759,1.05027366232147
F2S4_160202_014_A01,45,#C77767,Sst Crh 4930553C11Rik ,1,#EF4136,GABAergic,3.04100199279753,0,0,0,0.372559264318742,3.83709742061261,2.03999563219834
F2S4_160202_014_B01,42,#BF9F00,Sst Hpse Sema3c,1,#EF4136,GABAergic,2.92816121644042,0,0,0,0.311541689369889,3.64525850896985,0
F2S4_160202_014_C01,46,#C11331,Sst Esm1,1,#EF4136,GABAergic,3.07342913933135,0,0,0,0.438362443630977,3.88015871233696,0
F2S4_160202_014_D01,39,#FF9F2C,Sst Chrna2 Glra3,1,#EF4136,GABAergic,2.97772701417907,0,0,0,0.658848440249854,3.78105464103651,0
